Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),"Program-Total
                                            


Seat Capacity
                                            
Female Supernumerary",Program-Total
Indian Institute  of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",All India,Gender-Neutral,18,1,5,0,7,1,3,0,13,1,49,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",All India,Gender-Neutral,16,0,4,0,6,0,3,0,10,1,40,"49


0",0
49,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",All India,Gender-Neutral,22,1,5,1,7,1,4,0,15,1,57,"69


0",0
69,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,1,0,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",All India,Gender-Neutral,16,1,5,0,6,0,3,0,11,1,43,"52


0",0
52,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",All India,Gender-Neutral,14,1,4,0,5,0,3,0,9,1,37,"45


0",0
45,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,12,1,3,0,4,1,2,0,8,1,32,"37


3",3
37,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""3"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,8,0,2,0,3,0,1,0,7,0,21,"24


2",2
24,2,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,"5 (including ""2"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,14,1,4,0,5,0,3,0,9,1,37,"42


3",3
42,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""3"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,0,3,0,4,0,2,0,8,0,28,"32


2",2
32,2,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,0,0,1,0,1,0,1,0,"6 (including ""2"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,1,3,0,5,0,2,0,8,0,30,"34


2",2
34,2,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""2"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,0,2,0,4,0,2,0,7,0,26,"27


5",5
27,5,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,0,0,1,0,0,0,2,0,"6 (including ""5"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,19,1,5,0,7,0,3,0,13,1,49,"50


10",10
50,10,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""10"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,0,3,0,4,0,2,0,7,0,27,"27


6",6
27,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,0,"6 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,19,1,5,0,7,0,3,0,13,1,49,"50


10",10
50,10,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""10"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,23,1,6,0,8,1,4,1,15,1,60,"60


13",13
60,13,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,1,0,0,2,1,1,0,3,0,"13 (including ""13"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,0,3,0,3,0,2,0,6,0,24,"27


2",2
27,2,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,"5 (including ""2"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,1,2,0,5,0,2,0,6,0,25,"25


6",6
25,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,0,0,1,0,0,0,2,0,"6 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,0,2,0,3,0,3,0,6,0,23,"24


4",4
24,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,"5 (including ""4"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,9,0,2,0,3,0,1,0,6,0,21,"22


4",4
22,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,0,0,1,0,0,0,1,0,"5 (including ""4"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,10,1,3,0,5,0,2,0,7,0,28,"30


4",4
30,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""4"" Supernumerary)",,,,,
Indian Institute  of Technology Kharagpur,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,7,0,2,0,3,0,1,0,5,0,18,"19


3",3
19,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""3"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,0,3,0,4,1,3,0,9,1,36,"45


0",0
45,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,2,5,0,7,0,4,0,13,0,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,0,1,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20,"25


0",0
25,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,1,0,1,0,1,0,"5 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20,"25


0",0
25,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,"5 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20,"25


0",0
25,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,"5 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,2,5,0,8,0,4,0,14,0,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,1,"13 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,2,5,0,7,1,4,0,14,0,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,"13 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,3,0,3,1,2,0,7,1,28,"35


0",0
35,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,"7 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,5,0,2,0,9,0,32,"40


0",0
40,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,1,1,"8 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,0,1,6,0,20,"25


0",0
25,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,1,1,0,1,0,0,0,1,0,"5 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,2,5,0,8,0,4,0,14,0,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,1,1,1,0,4,0,"13 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,2,1,4,0,1,1,8,0,28,"35


0",0
35,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,2,0,"7 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,0,3,0,3,1,2,0,8,0,28,"35


0",0
35,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,1,1,0,1,0,0,0,2,0,"7 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,1,1,3,0,2,0,5,0,20,"25


0",0
25,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,1,0,0,0,2,0,"5 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20,"25


0",0
25,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,"5 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,10,1,40,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,"10 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,6,0,9,1,5,0,16,1,64,"80


0",0
80,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,1,2,0,3,0,1,0,4,0,"16 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,3,6,0,9,1,5,0,16,2,64,"80


0",0
80,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,1,2,0,2,0,1,0,4,0,"16 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,6,0,8,1,5,0,16,1,64,"80


0",0
80,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,2,0,3,0,1,0,4,0,"16 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,10,1,40,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,"10 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Bio Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,3,1,6,0,3,0,10,1,40,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,0,0,1,0,1,0,3,0,"10 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,10,1,40,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,"10 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,1,3,0,10,1,40,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,"10 (including ""0"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",All India,Gender-Neutral,11,0,2,0,3,0,2,0,6,0,24,"24


6",6
24,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,0,"6 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",All India,Gender-Neutral,11,0,2,0,3,0,2,0,6,0,24,"24


6",6
24,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,0,"6 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,6,0,7,1,4,0,14,1,55,"55


14",14
55,14,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,"14 (including ""14"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,17,1,4,0,5,1,2,1,11,0,42,"42


11",11
42,11,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""11"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,33,2,7,1,12,0,6,0,21,1,83,"83


21",21
83,21,,,,,,,,,,,,,,,
Female-only (including Supernumerary),8,0,2,0,3,0,2,0,5,1,"21 (including ""21"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,45,2,11,1,18,0,8,1,30,2,118,"118


30",30
118,30,,,,,,,,,,,,,,,
Female-only (including Supernumerary),12,1,3,0,4,0,2,0,8,0,"30 (including ""30"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,40,2,9,1,14,1,8,0,27,1,103,"103


26",26
103,26,,,,,,,,,,,,,,,
Female-only (including Supernumerary),9,1,3,0,4,0,2,0,6,1,"26 (including ""26"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,60,3,14,1,22,1,10,1,39,2,153,"153


39",39
153,39,,,,,,,,,,,,,,,
Female-only (including Supernumerary),14,1,4,0,6,0,3,0,10,1,"39 (including ""39"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,6,1,9,1,5,0,17,1,68,"68


17",17
68,17,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,2,0,3,0,1,0,5,0,"17 (including ""17"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,46,2,11,1,17,1,8,1,31,1,119,"119


30",30
119,30,,,,,,,,,,,,,,,
Female-only (including Supernumerary),11,1,3,0,5,0,2,0,7,1,"30 (including ""30"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",All India,Gender-Neutral,14,1,4,0,6,0,3,0,11,0,39,"39


10",10
39,10,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,1,1,0,2,0,1,0,2,0,"10 (including ""10"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",All India,Gender-Neutral,16,1,4,0,5,1,3,0,10,1,41,"41


11",11
41,11,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""11"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",All India,Gender-Neutral,19,1,5,0,8,0,4,0,13,1,51,"51


13",13
51,13,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,1,"13 (including ""13"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",All India,Gender-Neutral,13,1,4,0,4,1,3,0,10,0,36,"36


9",9
36,9,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""9"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",All India,Gender-Neutral,13,1,3,0,4,1,2,0,10,0,34,"34


9",9
34,9,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""9"" Supernumerary)",,,,,
Indian Institute  of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",All India,Gender-Neutral,8,1,2,0,3,0,2,0,6,0,22,"22


6",6
22,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,7,0,4,0,13,1,50,"62


1",1
62,1,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,"13 (including ""1"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,35,2,9,1,13,1,6,1,24,1,93,"114


3",3
114,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),9,1,2,0,4,0,2,0,6,0,"24 (including ""3"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,39,2,10,1,14,1,6,1,26,1,101,"121


6",6
121,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),9,1,2,1,4,0,2,0,7,0,"26 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,26,1,6,1,10,1,5,0,18,1,69,"81


6",6
81,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,0,2,0,3,0,1,0,5,0,"18 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,47,2,12,1,18,1,8,1,31,2,123,"148


6",6
148,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),12,1,3,0,5,0,2,0,8,0,"31 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,5,0,2,0,8,1,33,"37


5",5
37,5,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""5"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,13,1,3,0,5,0,3,0,8,1,34,"42


1",1
42,1,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""1"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,66,4,16,1,25,1,12,1,44,2,172,"183


32",32
183,32,,,,,,,,,,,,,,,
Female-only (including Supernumerary),16,1,4,0,6,1,3,0,11,1,"43 (including ""32"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,0,7,1,4,0,14,1,54,"62


6",6
62,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,"14 (including ""6"" Supernumerary)",,,,,
Indian Institute  of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,9,0,5,0,16,1,62,"69


9",9
